site,location,group,square,canopy,nets,plots,species,girth
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,10
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,3.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.5
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,3
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,4
S19,L1,G2,2,75%,1 Net,2 Plots,Humboldtia brunonis,0.3
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,1.2
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,15
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,3
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,2.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,2
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,2
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,1
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,8
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,7
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,9
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,3
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,3
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,15
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,8
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,7
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,9
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,2
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.4
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,1.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,0.3
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,2.6
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,3.5
S19,L1,G2,3,75%,1 Net,,Humboldtia brunonis,9
S19,L1,G2,4,70%,,,Humboldtia brunonis,9
S19,L1,G2,4,70%,,,Humboldtia brunonis,7
S19,L1,G2,4,70%,,,Humboldtia brunonis,9
S19,L1,G2,4,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,4,70%,,,Humboldtia brunonis,3
S19,L1,G2,4,70%,,,Humboldtia brunonis,6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,4,70%,,,Humboldtia brunonis,10
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,4,70%,,,Humboldtia brunonis,13
S19,L1,G2,4,70%,,,Humboldtia brunonis,3
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,7
S19,L1,G2,4,70%,,,Humboldtia brunonis,5
S19,L1,G2,4,70%,,,Humboldtia brunonis,2
S19,L1,G2,4,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,4,70%,,,Humboldtia brunonis,7
S19,L1,G2,4,70%,,,Humboldtia brunonis,2
S19,L1,G2,4,70%,,,Humboldtia brunonis,9
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,4,70%,,,Humboldtia brunonis,5
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,4,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,8
S19,L1,G2,5,65%,,,Humboldtia brunonis,15
S19,L1,G2,5,65%,,,Humboldtia brunonis,17
S19,L1,G2,5,65%,,,Humboldtia brunonis,6
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.2
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.2
S19,L1,G2,5,65%,,,Humboldtia brunonis,10
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,8
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.7
S19,L1,G2,5,65%,,,Humboldtia brunonis,6
S19,L1,G2,5,65%,,,Humboldtia brunonis,5
S19,L1,G2,5,65%,,,Humboldtia brunonis,8
S19,L1,G2,5,65%,,,Humboldtia brunonis,4
S19,L1,G2,5,65%,,,Humboldtia brunonis,1
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.2
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.2
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.3
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.3
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.5
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,5
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,1.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,2
S19,L1,G2,5,65%,,,Humboldtia brunonis,0.6
S19,L1,G2,5,65%,,,Humboldtia brunonis,3
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,5
S19,L1,G2,6,70%,,,Humboldtia brunonis,7
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,10
S19,L1,G2,6,70%,,,Humboldtia brunonis,11
S19,L1,G2,6,70%,,,Humboldtia brunonis,7
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,4.5
S19,L1,G2,6,70%,,,Humboldtia brunonis,19
S19,L1,G2,6,70%,,,Humboldtia brunonis,5
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,7
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,4
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,6,70%,,,Humboldtia brunonis,5
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,6,70%,,,Humboldtia brunonis,6
S19,L1,G2,6,70%,,,Humboldtia brunonis,5
S19,L1,G2,6,70%,,,Humboldtia brunonis,2
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,6,70%,,,Humboldtia brunonis,10
S19,L1,G2,6,70%,,,Humboldtia brunonis,2
S19,L1,G2,6,70%,,,Humboldtia brunonis,2
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.5
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.6
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.3
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.3
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,6,70%,,,Humboldtia brunonis,1.3
S19,L1,G2,6,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.9
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,3
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.4
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,1
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,1
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,12
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,1.2
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.4
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,10
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.5
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,1
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,18
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,I Plot,Humboldtia brunonis,0.6
S19,L1,G2,7,60%,,1 Plot,Humboldtia brunonis,0.4
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.4
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.6
S19,L1,G2,8,50%,,,Humboldtia brunonis,5
S19,L1,G2,8,50%,,,Humboldtia brunonis,8
S19,L1,G2,8,50%,,,Humboldtia brunonis,4
S19,L1,G2,8,50%,,,Humboldtia brunonis,7
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.6
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.6
S19,L1,G2,8,50%,,,Humboldtia brunonis,3
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.7
S19,L1,G2,8,50%,,,Humboldtia brunonis,2
S19,L1,G2,8,50%,,,Humboldtia brunonis,4
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.4
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,9
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.4
S19,L1,G2,8,50%,,,Humboldtia brunonis,5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.6
S19,L1,G2,8,50%,,,Humboldtia brunonis,5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.9
S19,L1,G2,8,50%,,,Humboldtia brunonis,5
S19,L1,G2,8,50%,,,Humboldtia brunonis,5
S19,L1,G2,8,50%,,,Humboldtia brunonis,6
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.6
S19,L1,G2,8,50%,,,Humboldtia brunonis,6
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.4
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,8,50%,,,Humboldtia brunonis,13
S19,L1,G2,8,50%,,,Humboldtia brunonis,4
S19,L1,G2,8,50%,,,Humboldtia brunonis,0.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,5
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,9,70%,,,Humboldtia brunonis,1.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,9,70%,,,Humboldtia brunonis,1
S19,L1,G2,9,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,9,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,9,70%,,,Humboldtia brunonis,7
S19,L1,G2,9,70%,,,Humboldtia brunonis,9
S19,L1,G2,9,70%,,,Humboldtia brunonis,3
S19,L1,G2,9,70%,,,Humboldtia brunonis,6
S19,L1,G2,9,70%,,,Humboldtia brunonis,7
S19,L1,G2,9,70%,,,Humboldtia brunonis,7
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,4
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.6
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,9,70%,,,Humboldtia brunonis,3
S19,L1,G2,9,70%,,,Humboldtia brunonis,7
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.4
S19,L1,G2,9,70%,,,Humboldtia brunonis,4
S19,L1,G2,9,70%,,,Humboldtia brunonis,5
S19,L1,G2,9,70%,,,Humboldtia brunonis,5
S19,L1,G2,9,70%,,,Humboldtia brunonis,6
S19,L1,G2,9,70%,,,Humboldtia brunonis,3
S19,L1,G2,9,70%,,,Humboldtia brunonis,3.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,2
S19,L1,G2,9,70%,,,Humboldtia brunonis,6
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,2
S19,L1,G2,9,70%,,,Humboldtia brunonis,12
S19,L1,G2,9,70%,,,Humboldtia brunonis,0.5
S19,L1,G2,9,70%,,,Humboldtia brunonis,10
S19,L1,G2,9,70%,,,Humboldtia brunonis,11
S19,L1,G2,9,70%,,,Humboldtia brunonis,12
S19,L1,G2,9,70%,,,Humboldtia brunonis,8
S19,L1,G2,9,70%,,,Humboldtia brunonis,5
S19,L1,G2,9,70%,,,Humboldtia brunonis,5
S19,L1,G2,9,70%,,,Humboldtia brunonis,4
S19,L1,G2,9,70%,,,Humboldtia brunonis,4
S19,L1,G2,9,70%,,,Humboldtia brunonis,6
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,6
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,6
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,4
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,6
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,4
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,4
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,16
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,6
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,9
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,3
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,0.6
S19,L1,G2,10,65%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.4
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,1.2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,9
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.3
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.4
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.4
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,1.2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.4
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,1.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.6
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.6
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,3
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,1.3
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.6
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,7
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.6
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.4
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,0.5
S19,L1,G2,11,60%,,1 Plot,Humboldtia brunonis,2
S19,L1,G2,12,60%,,,Humboldtia brunonis,1.3
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.6
S19,L1,G2,12,60%,,,Humboldtia brunonis,3
S19,L1,G2,12,60%,,,Humboldtia brunonis,2
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.6
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,1.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,2
S19,L1,G2,12,60%,,,Humboldtia brunonis,2
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.9
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.6
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,1
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,1.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,3
S19,L1,G2,12,60%,,,Humboldtia brunonis,1.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,1.3
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.5
S19,L1,G2,12,60%,,,Humboldtia brunonis,20
S19,L1,G2,12,60%,,,Humboldtia brunonis,3
S19,L1,G2,12,60%,,,Humboldtia brunonis,0.4
S19,L1,G2,13,70%,,,Humboldtia brunonis,6
S19,L1,G2,13,70%,,,Humboldtia brunonis,1.2
S19,L1,G2,13,70%,,,Humboldtia brunonis,1
